File Path Face Image,File Path Left Eye Image,File Path Right Eye Image,x,y
data/saved_images/face_image_19.png,data/saved_images/left_eye_image_19.png,data/saved_images/right_eye_image_19.png,1028,553
data/saved_images/face_image_20.png,data/saved_images/left_eye_image_20.png,data/saved_images/right_eye_image_20.png,1845,344
data/saved_images/face_image_21.png,data/saved_images/left_eye_image_21.png,data/saved_images/right_eye_image_21.png,957,804
data/saved_images/face_image_22.png,data/saved_images/left_eye_image_22.png,data/saved_images/right_eye_image_22.png,1457,101
data/saved_images/face_image_23.png,data/saved_images/left_eye_image_23.png,data/saved_images/right_eye_image_23.png,1326,939
data/saved_images/face_image_24.png,data/saved_images/left_eye_image_24.png,data/saved_images/right_eye_image_24.png,594,248
data/saved_images/face_image_25.png,data/saved_images/left_eye_image_25.png,data/saved_images/right_eye_image_25.png,1358,836
data/saved_images/face_image_26.png,data/saved_images/left_eye_image_26.png,data/saved_images/right_eye_image_26.png,364,134
data/saved_images/face_image_27.png,data/saved_images/left_eye_image_27.png,data/saved_images/right_eye_image_27.png,899,539
data/saved_images/face_image_28.png,data/saved_images/left_eye_image_28.png,data/saved_images/right_eye_image_28.png,75,778
data/saved_images/face_image_29.png,data/saved_images/left_eye_image_29.png,data/saved_images/right_eye_image_29.png,967,904
data/saved_images/face_image_30.png,data/saved_images/left_eye_image_30.png,data/saved_images/right_eye_image_30.png,306,707
data/saved_images/face_image_31.png,data/saved_images/left_eye_image_31.png,data/saved_images/right_eye_image_31.png,321,816
data/saved_images/face_image_32.png,data/saved_images/left_eye_image_32.png,data/saved_images/right_eye_image_32.png,1611,595
data/saved_images/face_image_33.png,data/saved_images/left_eye_image_33.png,data/saved_images/right_eye_image_33.png,401,868
data/saved_images/face_image_34.png,data/saved_images/left_eye_image_34.png,data/saved_images/right_eye_image_34.png,826,870
data/saved_images/face_image_35.png,data/saved_images/left_eye_image_35.png,data/saved_images/right_eye_image_35.png,1631,466
data/saved_images/face_image_36.png,data/saved_images/left_eye_image_36.png,data/saved_images/right_eye_image_36.png,1835,614
data/saved_images/face_image_37.png,data/saved_images/left_eye_image_37.png,data/saved_images/right_eye_image_37.png,1330,42
data/saved_images/face_image_38.png,data/saved_images/left_eye_image_38.png,data/saved_images/right_eye_image_38.png,1348,244
data/saved_images/face_image_39.png,data/saved_images/left_eye_image_39.png,data/saved_images/right_eye_image_39.png,1813,555
data/saved_images/face_image_40.png,data/saved_images/left_eye_image_40.png,data/saved_images/right_eye_image_40.png,1113,417
data/saved_images/face_image_41.png,data/saved_images/left_eye_image_41.png,data/saved_images/right_eye_image_41.png,775,274
data/saved_images/face_image_42.png,data/saved_images/left_eye_image_42.png,data/saved_images/right_eye_image_42.png,1421,522
data/saved_images/face_image_43.png,data/saved_images/left_eye_image_43.png,data/saved_images/right_eye_image_43.png,123,822
data/saved_images/face_image_44.png,data/saved_images/left_eye_image_44.png,data/saved_images/right_eye_image_44.png,606,916
data/saved_images/face_image_45.png,data/saved_images/left_eye_image_45.png,data/saved_images/right_eye_image_45.png,1101,315
data/saved_images/face_image_46.png,data/saved_images/left_eye_image_46.png,data/saved_images/right_eye_image_46.png,270,926
data/saved_images/face_image_47.png,data/saved_images/left_eye_image_47.png,data/saved_images/right_eye_image_47.png,1078,696
data/saved_images/face_image_48.png,data/saved_images/left_eye_image_48.png,data/saved_images/right_eye_image_48.png,1674,56
data/saved_images/face_image_49.png,data/saved_images/left_eye_image_49.png,data/saved_images/right_eye_image_49.png,703,883
data/saved_images/face_image_50.png,data/saved_images/left_eye_image_50.png,data/saved_images/right_eye_image_50.png,1129,60
data/saved_images/face_image_51.png,data/saved_images/left_eye_image_51.png,data/saved_images/right_eye_image_51.png,1546,996
data/saved_images/face_image_52.png,data/saved_images/left_eye_image_52.png,data/saved_images/right_eye_image_52.png,1565,358
data/saved_images/face_image_53.png,data/saved_images/left_eye_image_53.png,data/saved_images/right_eye_image_53.png,340,503
data/saved_images/face_image_54.png,data/saved_images/left_eye_image_54.png,data/saved_images/right_eye_image_54.png,468,243
data/saved_images/face_image_55.png,data/saved_images/left_eye_image_55.png,data/saved_images/right_eye_image_55.png,1216,322
data/saved_images/face_image_56.png,data/saved_images/left_eye_image_56.png,data/saved_images/right_eye_image_56.png,1154,247
data/saved_images/face_image_57.png,data/saved_images/left_eye_image_57.png,data/saved_images/right_eye_image_57.png,595,270
data/saved_images/face_image_58.png,data/saved_images/left_eye_image_58.png,data/saved_images/right_eye_image_58.png,734,143
data/saved_images/face_image_59.png,data/saved_images/left_eye_image_59.png,data/saved_images/right_eye_image_59.png,1462,815
data/saved_images/face_image_60.png,data/saved_images/left_eye_image_60.png,data/saved_images/right_eye_image_60.png,1730,816
data/saved_images/face_image_61.png,data/saved_images/left_eye_image_61.png,data/saved_images/right_eye_image_61.png,1312,728
data/saved_images/face_image_62.png,data/saved_images/left_eye_image_62.png,data/saved_images/right_eye_image_62.png,683,606
data/saved_images/face_image_63.png,data/saved_images/left_eye_image_63.png,data/saved_images/right_eye_image_63.png,842,956
data/saved_images/face_image_64.png,data/saved_images/left_eye_image_64.png,data/saved_images/right_eye_image_64.png,1028,239
data/saved_images/face_image_65.png,data/saved_images/left_eye_image_65.png,data/saved_images/right_eye_image_65.png,1855,36
data/saved_images/face_image_66.png,data/saved_images/left_eye_image_66.png,data/saved_images/right_eye_image_66.png,187,330
data/saved_images/face_image_67.png,data/saved_images/left_eye_image_67.png,data/saved_images/right_eye_image_67.png,380,1058
data/saved_images/face_image_68.png,data/saved_images/left_eye_image_68.png,data/saved_images/right_eye_image_68.png,1549,789
data/saved_images/face_image_69.png,data/saved_images/left_eye_image_69.png,data/saved_images/right_eye_image_69.png,430,679
data/saved_images/face_image_70.png,data/saved_images/left_eye_image_70.png,data/saved_images/right_eye_image_70.png,1322,472
data/saved_images/face_image_71.png,data/saved_images/left_eye_image_71.png,data/saved_images/right_eye_image_71.png,1262,886
data/saved_images/face_image_72.png,data/saved_images/left_eye_image_72.png,data/saved_images/right_eye_image_72.png,1403,879
data/saved_images/face_image_73.png,data/saved_images/left_eye_image_73.png,data/saved_images/right_eye_image_73.png,306,875
data/saved_images/face_image_74.png,data/saved_images/left_eye_image_74.png,data/saved_images/right_eye_image_74.png,1349,885
data/saved_images/face_image_75.png,data/saved_images/left_eye_image_75.png,data/saved_images/right_eye_image_75.png,1599,638
data/saved_images/face_image_76.png,data/saved_images/left_eye_image_76.png,data/saved_images/right_eye_image_76.png,71,129
data/saved_images/face_image_77.png,data/saved_images/left_eye_image_77.png,data/saved_images/right_eye_image_77.png,1800,588
data/saved_images/face_image_78.png,data/saved_images/left_eye_image_78.png,data/saved_images/right_eye_image_78.png,365,950
data/saved_images/face_image_79.png,data/saved_images/left_eye_image_79.png,data/saved_images/right_eye_image_79.png,188,396
data/saved_images/face_image_80.png,data/saved_images/left_eye_image_80.png,data/saved_images/right_eye_image_80.png,395,150
data/saved_images/face_image_81.png,data/saved_images/left_eye_image_81.png,data/saved_images/right_eye_image_81.png,1297,1011
data/saved_images/face_image_82.png,data/saved_images/left_eye_image_82.png,data/saved_images/right_eye_image_82.png,497,679
data/saved_images/face_image_83.png,data/saved_images/left_eye_image_83.png,data/saved_images/right_eye_image_83.png,579,940
data/saved_images/face_image_84.png,data/saved_images/left_eye_image_84.png,data/saved_images/right_eye_image_84.png,273,993
data/saved_images/face_image_85.png,data/saved_images/left_eye_image_85.png,data/saved_images/right_eye_image_85.png,1814,776
data/saved_images/face_image_86.png,data/saved_images/left_eye_image_86.png,data/saved_images/right_eye_image_86.png,1632,100
data/saved_images/face_image_87.png,data/saved_images/left_eye_image_87.png,data/saved_images/right_eye_image_87.png,1583,428
data/saved_images/face_image_88.png,data/saved_images/left_eye_image_88.png,data/saved_images/right_eye_image_88.png,532,338
data/saved_images/face_image_89.png,data/saved_images/left_eye_image_89.png,data/saved_images/right_eye_image_89.png,710,854
data/saved_images/face_image_90.png,data/saved_images/left_eye_image_90.png,data/saved_images/right_eye_image_90.png,976,181
data/saved_images/face_image_91.png,data/saved_images/left_eye_image_91.png,data/saved_images/right_eye_image_91.png,1297,109
data/saved_images/face_image_92.png,data/saved_images/left_eye_image_92.png,data/saved_images/right_eye_image_92.png,1747,669
data/saved_images/face_image_93.png,data/saved_images/left_eye_image_93.png,data/saved_images/right_eye_image_93.png,960,113
data/saved_images/face_image_94.png,data/saved_images/left_eye_image_94.png,data/saved_images/right_eye_image_94.png,147,930
data/saved_images/face_image_95.png,data/saved_images/left_eye_image_95.png,data/saved_images/right_eye_image_95.png,1676,67
data/saved_images/face_image_96.png,data/saved_images/left_eye_image_96.png,data/saved_images/right_eye_image_96.png,1754,682
data/saved_images/face_image_97.png,data/saved_images/left_eye_image_97.png,data/saved_images/right_eye_image_97.png,661,205
data/saved_images/face_image_98.png,data/saved_images/left_eye_image_98.png,data/saved_images/right_eye_image_98.png,1330,742
data/saved_images/face_image_99.png,data/saved_images/left_eye_image_99.png,data/saved_images/right_eye_image_99.png,1653,892
data/saved_images/face_image_100.png,data/saved_images/left_eye_image_100.png,data/saved_images/right_eye_image_100.png,1415,128
data/saved_images/face_image_101.png,data/saved_images/left_eye_image_101.png,data/saved_images/right_eye_image_101.png,797,271
data/saved_images/face_image_102.png,data/saved_images/left_eye_image_102.png,data/saved_images/right_eye_image_102.png,1133,640
data/saved_images/face_image_103.png,data/saved_images/left_eye_image_103.png,data/saved_images/right_eye_image_103.png,1089,678
data/saved_images/face_image_104.png,data/saved_images/left_eye_image_104.png,data/saved_images/right_eye_image_104.png,1841,1
data/saved_images/face_image_105.png,data/saved_images/left_eye_image_105.png,data/saved_images/right_eye_image_105.png,998,1072
data/saved_images/face_image_106.png,data/saved_images/left_eye_image_106.png,data/saved_images/right_eye_image_106.png,157,512
data/saved_images/face_image_107.png,data/saved_images/left_eye_image_107.png,data/saved_images/right_eye_image_107.png,720,740
data/saved_images/face_image_108.png,data/saved_images/left_eye_image_108.png,data/saved_images/right_eye_image_108.png,1691,658
data/saved_images/face_image_109.png,data/saved_images/left_eye_image_109.png,data/saved_images/right_eye_image_109.png,1564,469
data/saved_images/face_image_110.png,data/saved_images/left_eye_image_110.png,data/saved_images/right_eye_image_110.png,895,778
data/saved_images/face_image_111.png,data/saved_images/left_eye_image_111.png,data/saved_images/right_eye_image_111.png,1666,341
data/saved_images/face_image_112.png,data/saved_images/left_eye_image_112.png,data/saved_images/right_eye_image_112.png,84,69
data/saved_images/face_image_113.png,data/saved_images/left_eye_image_113.png,data/saved_images/right_eye_image_113.png,413,1004
data/saved_images/face_image_114.png,data/saved_images/left_eye_image_114.png,data/saved_images/right_eye_image_114.png,823,1042
data/saved_images/face_image_115.png,data/saved_images/left_eye_image_115.png,data/saved_images/right_eye_image_115.png,290,950
data/saved_images/face_image_116.png,data/saved_images/left_eye_image_116.png,data/saved_images/right_eye_image_116.png,1134,518
data/saved_images/face_image_117.png,data/saved_images/left_eye_image_117.png,data/saved_images/right_eye_image_117.png,1126,424
data/saved_images/face_image_118.png,data/saved_images/left_eye_image_118.png,data/saved_images/right_eye_image_118.png,1725,500
data/saved_images/face_image_119.png,data/saved_images/left_eye_image_119.png,data/saved_images/right_eye_image_119.png,554,461
data/saved_images/face_image_120.png,data/saved_images/left_eye_image_120.png,data/saved_images/right_eye_image_120.png,1093,738
data/saved_images/face_image_121.png,data/saved_images/left_eye_image_121.png,data/saved_images/right_eye_image_121.png,1623,599
data/saved_images/face_image_122.png,data/saved_images/left_eye_image_122.png,data/saved_images/right_eye_image_122.png,1761,569
data/saved_images/face_image_123.png,data/saved_images/left_eye_image_123.png,data/saved_images/right_eye_image_123.png,87,492
data/saved_images/face_image_124.png,data/saved_images/left_eye_image_124.png,data/saved_images/right_eye_image_124.png,234,936
data/saved_images/face_image_125.png,data/saved_images/left_eye_image_125.png,data/saved_images/right_eye_image_125.png,1790,7
data/saved_images/face_image_126.png,data/saved_images/left_eye_image_126.png,data/saved_images/right_eye_image_126.png,862,441
data/saved_images/face_image_127.png,data/saved_images/left_eye_image_127.png,data/saved_images/right_eye_image_127.png,1130,942
data/saved_images/face_image_128.png,data/saved_images/left_eye_image_128.png,data/saved_images/right_eye_image_128.png,969,974
data/saved_images/face_image_129.png,data/saved_images/left_eye_image_129.png,data/saved_images/right_eye_image_129.png,646,626
data/saved_images/face_image_130.png,data/saved_images/left_eye_image_130.png,data/saved_images/right_eye_image_130.png,565,1046
data/saved_images/face_image_131.png,data/saved_images/left_eye_image_131.png,data/saved_images/right_eye_image_131.png,828,256
data/saved_images/face_image_132.png,data/saved_images/left_eye_image_132.png,data/saved_images/right_eye_image_132.png,1358,722
data/saved_images/face_image_133.png,data/saved_images/left_eye_image_133.png,data/saved_images/right_eye_image_133.png,1834,62
data/saved_images/face_image_134.png,data/saved_images/left_eye_image_134.png,data/saved_images/right_eye_image_134.png,420,895
data/saved_images/face_image_135.png,data/saved_images/left_eye_image_135.png,data/saved_images/right_eye_image_135.png,370,474
data/saved_images/face_image_136.png,data/saved_images/left_eye_image_136.png,data/saved_images/right_eye_image_136.png,1373,220
data/saved_images/face_image_137.png,data/saved_images/left_eye_image_137.png,data/saved_images/right_eye_image_137.png,268,1012
data/saved_images/face_image_138.png,data/saved_images/left_eye_image_138.png,data/saved_images/right_eye_image_138.png,503,221
data/saved_images/face_image_139.png,data/saved_images/left_eye_image_139.png,data/saved_images/right_eye_image_139.png,1140,234
data/saved_images/face_image_140.png,data/saved_images/left_eye_image_140.png,data/saved_images/right_eye_image_140.png,1049,600
data/saved_images/face_image_141.png,data/saved_images/left_eye_image_141.png,data/saved_images/right_eye_image_141.png,347,336
data/saved_images/face_image_142.png,data/saved_images/left_eye_image_142.png,data/saved_images/right_eye_image_142.png,1839,187
data/saved_images/face_image_143.png,data/saved_images/left_eye_image_143.png,data/saved_images/right_eye_image_143.png,599,141
data/saved_images/face_image_144.png,data/saved_images/left_eye_image_144.png,data/saved_images/right_eye_image_144.png,801,1052
data/saved_images/face_image_145.png,data/saved_images/left_eye_image_145.png,data/saved_images/right_eye_image_145.png,727,245
data/saved_images/face_image_146.png,data/saved_images/left_eye_image_146.png,data/saved_images/right_eye_image_146.png,1374,5
data/saved_images/face_image_147.png,data/saved_images/left_eye_image_147.png,data/saved_images/right_eye_image_147.png,1816,13
data/saved_images/face_image_148.png,data/saved_images/left_eye_image_148.png,data/saved_images/right_eye_image_148.png,1410,662
data/saved_images/face_image_149.png,data/saved_images/left_eye_image_149.png,data/saved_images/right_eye_image_149.png,648,88
data/saved_images/face_image_150.png,data/saved_images/left_eye_image_150.png,data/saved_images/right_eye_image_150.png,1536,743
data/saved_images/face_image_151.png,data/saved_images/left_eye_image_151.png,data/saved_images/right_eye_image_151.png,1636,344
data/saved_images/face_image_152.png,data/saved_images/left_eye_image_152.png,data/saved_images/right_eye_image_152.png,1867,1023
data/saved_images/face_image_153.png,data/saved_images/left_eye_image_153.png,data/saved_images/right_eye_image_153.png,81,684
data/saved_images/face_image_154.png,data/saved_images/left_eye_image_154.png,data/saved_images/right_eye_image_154.png,157,552
data/saved_images/face_image_155.png,data/saved_images/left_eye_image_155.png,data/saved_images/right_eye_image_155.png,63,1017
data/saved_images/face_image_156.png,data/saved_images/left_eye_image_156.png,data/saved_images/right_eye_image_156.png,652,481
data/saved_images/face_image_157.png,data/saved_images/left_eye_image_157.png,data/saved_images/right_eye_image_157.png,19,1053
data/saved_images/face_image_158.png,data/saved_images/left_eye_image_158.png,data/saved_images/right_eye_image_158.png,103,819
data/saved_images/face_image_159.png,data/saved_images/left_eye_image_159.png,data/saved_images/right_eye_image_159.png,413,948
data/saved_images/face_image_160.png,data/saved_images/left_eye_image_160.png,data/saved_images/right_eye_image_160.png,298,674
data/saved_images/face_image_161.png,data/saved_images/left_eye_image_161.png,data/saved_images/right_eye_image_161.png,1064,1055
data/saved_images/face_image_162.png,data/saved_images/left_eye_image_162.png,data/saved_images/right_eye_image_162.png,1571,422
data/saved_images/face_image_163.png,data/saved_images/left_eye_image_163.png,data/saved_images/right_eye_image_163.png,1204,774
data/saved_images/face_image_164.png,data/saved_images/left_eye_image_164.png,data/saved_images/right_eye_image_164.png,1521,266
data/saved_images/face_image_165.png,data/saved_images/left_eye_image_165.png,data/saved_images/right_eye_image_165.png,1319,737
data/saved_images/face_image_166.png,data/saved_images/left_eye_image_166.png,data/saved_images/right_eye_image_166.png,598,57
data/saved_images/face_image_167.png,data/saved_images/left_eye_image_167.png,data/saved_images/right_eye_image_167.png,1350,1065
data/saved_images/face_image_168.png,data/saved_images/left_eye_image_168.png,data/saved_images/right_eye_image_168.png,1697,644
data/saved_images/face_image_169.png,data/saved_images/left_eye_image_169.png,data/saved_images/right_eye_image_169.png,488,1048
data/saved_images/face_image_170.png,data/saved_images/left_eye_image_170.png,data/saved_images/right_eye_image_170.png,1027,1022
data/saved_images/face_image_171.png,data/saved_images/left_eye_image_171.png,data/saved_images/right_eye_image_171.png,1210,732
data/saved_images/face_image_172.png,data/saved_images/left_eye_image_172.png,data/saved_images/right_eye_image_172.png,1068,996
data/saved_images/face_image_173.png,data/saved_images/left_eye_image_173.png,data/saved_images/right_eye_image_173.png,1395,407
data/saved_images/face_image_174.png,data/saved_images/left_eye_image_174.png,data/saved_images/right_eye_image_174.png,422,537
data/saved_images/face_image_175.png,data/saved_images/left_eye_image_175.png,data/saved_images/right_eye_image_175.png,466,1000
data/saved_images/face_image_176.png,data/saved_images/left_eye_image_176.png,data/saved_images/right_eye_image_176.png,1137,792
data/saved_images/face_image_177.png,data/saved_images/left_eye_image_177.png,data/saved_images/right_eye_image_177.png,1103,935
data/saved_images/face_image_178.png,data/saved_images/left_eye_image_178.png,data/saved_images/right_eye_image_178.png,738,167
data/saved_images/face_image_179.png,data/saved_images/left_eye_image_179.png,data/saved_images/right_eye_image_179.png,1342,917
data/saved_images/face_image_180.png,data/saved_images/left_eye_image_180.png,data/saved_images/right_eye_image_180.png,361,787
data/saved_images/face_image_181.png,data/saved_images/left_eye_image_181.png,data/saved_images/right_eye_image_181.png,253,402
data/saved_images/face_image_182.png,data/saved_images/left_eye_image_182.png,data/saved_images/right_eye_image_182.png,604,615
data/saved_images/face_image_183.png,data/saved_images/left_eye_image_183.png,data/saved_images/right_eye_image_183.png,229,386
data/saved_images/face_image_184.png,data/saved_images/left_eye_image_184.png,data/saved_images/right_eye_image_184.png,854,19
data/saved_images/face_image_185.png,data/saved_images/left_eye_image_185.png,data/saved_images/right_eye_image_185.png,600,522
data/saved_images/face_image_186.png,data/saved_images/left_eye_image_186.png,data/saved_images/right_eye_image_186.png,263,805
data/saved_images/face_image_187.png,data/saved_images/left_eye_image_187.png,data/saved_images/right_eye_image_187.png,652,124
data/saved_images/face_image_188.png,data/saved_images/left_eye_image_188.png,data/saved_images/right_eye_image_188.png,1584,532
data/saved_images/face_image_189.png,data/saved_images/left_eye_image_189.png,data/saved_images/right_eye_image_189.png,1855,971
data/saved_images/face_image_190.png,data/saved_images/left_eye_image_190.png,data/saved_images/right_eye_image_190.png,95,706
data/saved_images/face_image_191.png,data/saved_images/left_eye_image_191.png,data/saved_images/right_eye_image_191.png,433,854
data/saved_images/face_image_192.png,data/saved_images/left_eye_image_192.png,data/saved_images/right_eye_image_192.png,1293,429
data/saved_images/face_image_193.png,data/saved_images/left_eye_image_193.png,data/saved_images/right_eye_image_193.png,849,7
data/saved_images/face_image_194.png,data/saved_images/left_eye_image_194.png,data/saved_images/right_eye_image_194.png,1490,301
data/saved_images/face_image_195.png,data/saved_images/left_eye_image_195.png,data/saved_images/right_eye_image_195.png,840,771
data/saved_images/face_image_196.png,data/saved_images/left_eye_image_196.png,data/saved_images/right_eye_image_196.png,1308,315
data/saved_images/face_image_197.png,data/saved_images/left_eye_image_197.png,data/saved_images/right_eye_image_197.png,1305,338
data/saved_images/face_image_198.png,data/saved_images/left_eye_image_198.png,data/saved_images/right_eye_image_198.png,1285,1005
data/saved_images/face_image_199.png,data/saved_images/left_eye_image_199.png,data/saved_images/right_eye_image_199.png,1457,716
data/saved_images/face_image_200.png,data/saved_images/left_eye_image_200.png,data/saved_images/right_eye_image_200.png,1482,80
data/saved_images/face_image_201.png,data/saved_images/left_eye_image_201.png,data/saved_images/right_eye_image_201.png,1895,635
data/saved_images/face_image_202.png,data/saved_images/left_eye_image_202.png,data/saved_images/right_eye_image_202.png,1759,698
data/saved_images/face_image_203.png,data/saved_images/left_eye_image_203.png,data/saved_images/right_eye_image_203.png,1668,387
data/saved_images/face_image_204.png,data/saved_images/left_eye_image_204.png,data/saved_images/right_eye_image_204.png,1205,573
data/saved_images/face_image_205.png,data/saved_images/left_eye_image_205.png,data/saved_images/right_eye_image_205.png,688,1011
data/saved_images/face_image_206.png,data/saved_images/left_eye_image_206.png,data/saved_images/right_eye_image_206.png,1656,50
data/saved_images/face_image_207.png,data/saved_images/left_eye_image_207.png,data/saved_images/right_eye_image_207.png,536,528
data/saved_images/face_image_208.png,data/saved_images/left_eye_image_208.png,data/saved_images/right_eye_image_208.png,1456,555
data/saved_images/face_image_209.png,data/saved_images/left_eye_image_209.png,data/saved_images/right_eye_image_209.png,82,257
data/saved_images/face_image_210.png,data/saved_images/left_eye_image_210.png,data/saved_images/right_eye_image_210.png,365,493
data/saved_images/face_image_211.png,data/saved_images/left_eye_image_211.png,data/saved_images/right_eye_image_211.png,710,670
data/saved_images/face_image_212.png,data/saved_images/left_eye_image_212.png,data/saved_images/right_eye_image_212.png,1056,562
data/saved_images/face_image_213.png,data/saved_images/left_eye_image_213.png,data/saved_images/right_eye_image_213.png,811,904
data/saved_images/face_image_214.png,data/saved_images/left_eye_image_214.png,data/saved_images/right_eye_image_214.png,1796,979
data/saved_images/face_image_215.png,data/saved_images/left_eye_image_215.png,data/saved_images/right_eye_image_215.png,244,342
data/saved_images/face_image_216.png,data/saved_images/left_eye_image_216.png,data/saved_images/right_eye_image_216.png,425,226
data/saved_images/face_image_217.png,data/saved_images/left_eye_image_217.png,data/saved_images/right_eye_image_217.png,1694,256
data/saved_images/face_image_218.png,data/saved_images/left_eye_image_218.png,data/saved_images/right_eye_image_218.png,214,882
data/saved_images/face_image_219.png,data/saved_images/left_eye_image_219.png,data/saved_images/right_eye_image_219.png,1804,158
data/saved_images/face_image_220.png,data/saved_images/left_eye_image_220.png,data/saved_images/right_eye_image_220.png,1865,842
data/saved_images/face_image_221.png,data/saved_images/left_eye_image_221.png,data/saved_images/right_eye_image_221.png,226,526
data/saved_images/face_image_222.png,data/saved_images/left_eye_image_222.png,data/saved_images/right_eye_image_222.png,316,666
data/saved_images/face_image_223.png,data/saved_images/left_eye_image_223.png,data/saved_images/right_eye_image_223.png,1646,685
data/saved_images/face_image_224.png,data/saved_images/left_eye_image_224.png,data/saved_images/right_eye_image_224.png,1664,1072
data/saved_images/face_image_225.png,data/saved_images/left_eye_image_225.png,data/saved_images/right_eye_image_225.png,204,874
data/saved_images/face_image_226.png,data/saved_images/left_eye_image_226.png,data/saved_images/right_eye_image_226.png,784,220
data/saved_images/face_image_227.png,data/saved_images/left_eye_image_227.png,data/saved_images/right_eye_image_227.png,348,795
data/saved_images/face_image_228.png,data/saved_images/left_eye_image_228.png,data/saved_images/right_eye_image_228.png,1456,226
data/saved_images/face_image_229.png,data/saved_images/left_eye_image_229.png,data/saved_images/right_eye_image_229.png,998,537
data/saved_images/face_image_230.png,data/saved_images/left_eye_image_230.png,data/saved_images/right_eye_image_230.png,74,509
data/saved_images/face_image_231.png,data/saved_images/left_eye_image_231.png,data/saved_images/right_eye_image_231.png,302,667
data/saved_images/face_image_232.png,data/saved_images/left_eye_image_232.png,data/saved_images/right_eye_image_232.png,1742,407
data/saved_images/face_image_233.png,data/saved_images/left_eye_image_233.png,data/saved_images/right_eye_image_233.png,493,65
data/saved_images/face_image_234.png,data/saved_images/left_eye_image_234.png,data/saved_images/right_eye_image_234.png,1425,742
data/saved_images/face_image_235.png,data/saved_images/left_eye_image_235.png,data/saved_images/right_eye_image_235.png,920,977
data/saved_images/face_image_236.png,data/saved_images/left_eye_image_236.png,data/saved_images/right_eye_image_236.png,455,613
data/saved_images/face_image_237.png,data/saved_images/left_eye_image_237.png,data/saved_images/right_eye_image_237.png,1354,647
data/saved_images/face_image_238.png,data/saved_images/left_eye_image_238.png,data/saved_images/right_eye_image_238.png,1129,1033
data/saved_images/face_image_239.png,data/saved_images/left_eye_image_239.png,data/saved_images/right_eye_image_239.png,61,343
data/saved_images/face_image_240.png,data/saved_images/left_eye_image_240.png,data/saved_images/right_eye_image_240.png,206,360
data/saved_images/face_image_241.png,data/saved_images/left_eye_image_241.png,data/saved_images/right_eye_image_241.png,1448,70
data/saved_images/face_image_242.png,data/saved_images/left_eye_image_242.png,data/saved_images/right_eye_image_242.png,1260,103
data/saved_images/face_image_243.png,data/saved_images/left_eye_image_243.png,data/saved_images/right_eye_image_243.png,340,426
data/saved_images/face_image_244.png,data/saved_images/left_eye_image_244.png,data/saved_images/right_eye_image_244.png,1841,8
data/saved_images/face_image_245.png,data/saved_images/left_eye_image_245.png,data/saved_images/right_eye_image_245.png,1476,696
data/saved_images/face_image_246.png,data/saved_images/left_eye_image_246.png,data/saved_images/right_eye_image_246.png,390,391
data/saved_images/face_image_247.png,data/saved_images/left_eye_image_247.png,data/saved_images/right_eye_image_247.png,1306,346
data/saved_images/face_image_248.png,data/saved_images/left_eye_image_248.png,data/saved_images/right_eye_image_248.png,219,354
data/saved_images/face_image_249.png,data/saved_images/left_eye_image_249.png,data/saved_images/right_eye_image_249.png,1875,55
data/saved_images/face_image_250.png,data/saved_images/left_eye_image_250.png,data/saved_images/right_eye_image_250.png,1819,798
data/saved_images/face_image_251.png,data/saved_images/left_eye_image_251.png,data/saved_images/right_eye_image_251.png,479,338
